STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
HALCS2-14;U3524626;2022-10-31 11:49:13;47.3867;19.2675;131;43;10574;Clb=9.1m/s p=253.6hPa t=-50.9C h=43.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:49:08;47.3869;19.2671;109;43;10555;Clb=5.0m/s p=254.4hPa t=-50.7C h=43.3% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
DIGIM2-14;U3524626;2022-10-31 11:49:05;47.3869;19.2668;101;43;10543;Clb=4.4m/s calibration 70% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 11:49:02;47.387;19.2666;105;46;10539;Clb=6.1m/s calibration 33% Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 11:49:01;47.387;19.2666;105;39;10539;Clb=6.1m/s t=-50.6C h=44.5% calibration 90% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
S55HH-14;U3524626;2022-10-31 11:49:00;47.3871;19.2664;130;39;10528;Clb=6.8m/s p=255.4hPa t=-50.6C h=42.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:48:55;47.3872;19.2662;135;39;10510;Clb=11.1m/s p=256.1hPa t=-50.5C h=41.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 11:48:53;47.3873;19.266;134;41;10490;Clb=8.7m/s p=256.8hPa t=-50.3C h=41.6% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.7V Details on http://radiosondy.info
DJTAC2-14;U3524626;2022-10-31 11:48:47;47.3875;19.2658;136;39;10469;Clb=5.5m/s t=-50.2C h=37.2% p=257.8hPa 403.200 MHz Type=RS41-SGP batt=2.9V ser=U3524626 auto_rx v1.5.8
9A4AM-15;U3524626;2022-10-31 11:48:44;47.3875;19.2657;136;48;10464;Clb=4.6m/s p=257.8hPa t=-50.1C h=42.4% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
OE1FFS-13;U3524626;2022-10-31 11:48:42;47.3877;19.2654;132;43;10452;Clb=5.4m/s p=258.4hPa t=-50.1C h=43.5% 403.20MHz Type=RS41-SGP Details zu http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:48:40;47.3878;19.2653;131;43;10445;Clb=6.8m/s p=258.6hPa t=-50.0C h=44.4% 403.20MHz Type=RS41-SGP batt=2.9V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HALCS2-14;U3524626;2022-10-31 11:48:38;47.3879;19.2652;128;43;10440;Clb=5.1m/s p=258.8hPa t=-50.0C h=45.1% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 11:48:37;47.3879;19.265;120;39;10435;Clb=3.7m/s calibration 25% Type=RS41 Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 11:48:36;47.388;19.2649;117;39;10430;Clb=7.0m/s t=-49.9C h=44.3% calibration 86% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 11:48:32;47.388;19.2647;121;37;10419;Clb=7.6m/s calibration 68% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A7DI-12;U3524626;2022-10-31 11:48:31;47.388;19.2647;121;28;10419;Clb=7.6m/s p=259.7hPa t=-49.9C h=43.1% 403.20MHz Type=RS41-SGP
LOLOKE-1;U3524626;2022-10-31 11:48:30;47.3881;19.2645;132;43;10411;Clb=7.7m/s t=-49.9C h=37.5% p=260.0hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
OM5KV;U3524626;2022-10-31 11:48:26;47.3883;19.2643;143;50;10399;Clb=6.6m/s p=260.5hPa t=-49.7C h=37.8% 403.200MHz Type=RS41-SGP rdzTTGOsonde
DIGIM2-14;U3524626;2022-10-31 11:48:23;47.3885;19.264;117;39;10380;Clb=6.6m/s calibration 68% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:48:22;47.3885;19.264;117;39;10380;Clb=6.6m/s p=261.2hPa t=-49.5C h=41.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:48:21;47.3885;19.2638;102;37;10373;Clb=7.5m/s p=261.5hPa t=-49.5C h=40.7% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-2;U3524626;2022-10-31 11:48:19;47.3886;19.2635;95;33;10357;Clb=7.7m/s calibration 21% Type=RS41 batt=2.9V Details on http://radiosondy.info
YT1XN-14;U3524626;2022-10-31 11:48:18;47.3886;19.2634;109;41;10352;Clb=2.9m/s calibration 41% 403.20MHz Type=RS41 Details on http://radiosondy.info
DIGIM2-14;U3524626;2022-10-31 11:48:13;47.3886;19.2632;120;44;10340;Clb=7.2m/s calibration 64% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
S55HH-14;U3524626;2022-10-31 11:48:11;47.3887;19.2631;125;43;10333;Clb=8.1m/s p=263.2hPa t=-49.2C h=42.8% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 11:48:09;47.3888;19.2629;131;41;10326;Clb=6.1m/s t=-49.2C calibration 84% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:48:05;47.3889;19.2627;129;43;10313;Clb=7.8m/s p=264.0hPa t=-49.1C h=44.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA5SZI-13;U3524626;2022-10-31 11:48:03;47.389;19.2625;124;46;10304;Clb=8.5m/s p=264.3hPa t=-49.2C h=39.8% 403.200MHz Type=RS41-SGP rdzTTGOsonde
TFDHU2-14;U3524626;2022-10-31 11:48:00;47.3891;19.2621;110;37;10281;Clb=8.1m/s p=265.2hPa t=-49.0C h=45.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:47:59;47.3892;19.2619;109;46;10274;Clb=7.0m/s p=265.5hPa t=-49.0C h=45.8% 403.20MHz Type=RS41-SGP batt=2.7V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:47:56;47.3893;19.2615;110;37;10260;Clb=5.9m/s p=266.0hPa t=-48.9C h=46.1% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
DIGIM2-14;U3524626;2022-10-31 11:47:55;47.3894;19.2613;126;33;10248;Clb=7.2m/s calibration 58% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:47:54;47.3894;19.2613;126;33;10248;Clb=7.2m/s p=266.5hPa t=-48.8C h=44.9% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.7V Details on http://radiosondy.info
S55HH-14;U3524626;2022-10-31 11:47:52;47.3895;19.2611;127;37;10232;Clb=8.9m/s p=267.2hPa t=-48.8C h=44.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA5SZI-13;U3524626;2022-10-31 11:47:50;47.3895;19.261;121;37;10223;Clb=8.2m/s p=267.5hPa t=-48.7C h=38.9% 403.200MHz Type=RS41-SGP rdzTTGOsonde
LOLOKE-1;U3524626;2022-10-31 11:47:48;47.3896;19.2606;116;33;10202;Clb=7.7m/s t=-48.5C h=38.3% p=268.5hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
DIGIM2-14;U3524626;2022-10-31 11:47:47;47.3897;19.2605;121;39;10196;Clb=4.2m/s calibration 54% Type=RS41-SGP batt=2.9V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 11:47:44;47.3898;19.2602;126;33;10177;Clb=7.2m/s p=269.5hPa t=-48.2C h=44.3% 403.20MHz Type=RS41-SGP batt=2.9V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:47:43;47.3899;19.2601;123;43;10170;Clb=5.8m/s p=269.7hPa t=-48.2C h=44.6% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:47:42;47.39;19.2596;120;37;10156;Clb=5.1m/s p=270.2hPa t=-48.1C h=45.6% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.9V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
DJTAC2-14;U3524626;2022-10-31 11:47:41;47.3905;19.2586;131;31;10067;Clb=7.6m/s t=-47.4C h=36.8% p=274.0hPa 403.200 MHz Type=RS41-SGP batt=2.9V ser=U3524626 auto_rx v1.5.8
OM5KV;U3524626;2022-10-31 11:47:40;47.3914;19.2571;101;39;9967;Clb=5.1m/s p=278.2hPa t=-47.0C h=45.7% 403.200MHz Type=RS41-SGP rdzTTGOsonde
HA5SZI-13;U3524626;2022-10-31 11:47:39;47.3922;19.2547;134;37;9828;Clb=9.6m/s p=284.3hPa t=-46.0C h=47.7% 403.200MHz Type=RS41-SGP rdzTTGOsonde
HG0GU-14;U3524626;2022-10-31 11:47:38;47.3932;19.253;142;33;9719;Clb=7.3m/s t=-45.3C calibration 78% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 11:47:37;47.394;19.2521;118;48;9647;Clb=7.9m/s p=292.1hPa t=-44.6C h=49.8% 403.200MHz Type=RS41-SGP rdzTTGOsonde
HG0GU-14;U3524626;2022-10-31 11:47:36;47.3941;19.2518;133;35;9634;Clb=5.0m/s t=-44.4C calibration 78% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 11:47:33;47.3942;19.2516;125;22;9601;Clb=7.6m/s t=-44.2C h=49.8% p=294.1hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
HALCS2-14;U3524626;2022-10-31 11:47:32;47.3943;19.2515;122;41;9594;Clb=7.5m/s p=294.3hPa t=-44.1C h=54.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:47:30;47.3944;19.2513;121;43;9580;Clb=5.9m/s p=294.8hPa t=-44.0C h=53.7% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:47:28;47.3946;19.2509;137;54;9563;Clb=5.0m/s p=295.6hPa t=-43.9C h=52.7% 403.20MHz Type=RS41-SGP batt=2.9V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
TFDHU2-14;U3524626;2022-10-31 11:47:27;47.3947;19.2508;142;35;9558;Clb=4.9m/s p=295.7hPa t=-43.8C h=52.8% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.7V Details on http://radiosondy.info
S55HH-14;U3524626;2022-10-31 11:47:26;47.3948;19.2507;151;33;9553;Clb=4.6m/s p=296.0hPa t=-43.8C h=52.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 11:47:22;47.395;19.2505;149;30;9533;Clb=7.3m/s t=-43.6C calibration 78% 403.20MHz Type=RS41-SGP batt=2.9V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:47:21;47.395;19.2505;149;33;9533;Clb=7.3m/s p=296.9hPa t=-43.6C h=51.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 11:47:11;47.3952;19.2501;114;39;9495;Clb=5.8m/s p=298.6hPa t=-43.3C h=46.3% 403.200MHz Type=RS41-SGP rdzTTGOsonde
9A4AM-15;U3524626;2022-10-31 11:47:10;47.3952;19.2499;118;41;9490;Clb=3.4m/s p=298.8hPa t=-43.2C h=51.0% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:47:06;47.3953;19.2496;116;31;9475;Clb=7.2m/s p=299.4hPa t=-43.0C h=51.8% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HALCS2-14;U3524626;2022-10-31 11:47:04;47.3954;19.2495;122;19;9469;Clb=5.1m/s p=299.7hPa t=-43.0C h=51.9% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 11:47:02;47.3954;19.2493;149;26;9458;Clb=5.5m/s p=300.2hPa t=-42.9C h=51.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 11:46:58;47.3956;19.2493;175;20;9446;Clb=3.1m/s t=-42.8C calibration 72% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A7DI-12;U3524626;2022-10-31 11:46:50;47.3957;19.2491;104;28;9418;Clb=8.0m/s p=301.9hPa t=-42.5C h=48.8% 403.20MHz Type=RS41-SGP sondemod 1.37
9A4AM-15;U3524626;2022-10-31 11:46:46;47.3957;19.2489;119;37;9403;Clb=8.4m/s p=302.7hPa t=-42.4C h=48.7% 403.20MHz Type=RS41-SGP batt=2.9V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:46:42;47.396;19.2486;143;31;9382;Clb=5.5m/s p=303.6hPa t=-42.2C h=49.9% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 11:46:40;47.3961;19.2484;140;28;9373;Clb=6.1m/s p=304.0hPa t=-42.1C h=50.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 11:46:39;47.3962;19.2483;130;26;9368;Clb=4.8m/s p=304.4hPa t=-42.0C h=50.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:46:35;47.3963;19.2481;130;24;9353;Clb=9.1m/s p=304.9hPa t=-41.9C h=49.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DJTAC2-14;U3524626;2022-10-31 11:46:28;47.3964;19.2476;102;20;9320;Clb=5.4m/s t=-41.7C h=43.9% p=306.4hPa 403.200 MHz Type=RS41-SGP batt=2.9V ser=U3524626 auto_rx v1.5.8
9A4AM-15;U3524626;2022-10-31 11:46:24;47.3965;19.2474;121;19;9310;Clb=5.7m/s p=306.9hPa t=-41.6C h=47.6% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HALCS2-14;U3524626;2022-10-31 11:46:20;47.3966;19.2473;130;28;9289;Clb=6.3m/s p=307.9hPa t=-41.4C h=48.4% 403.20MHz Type=RS41-SGP batt=2.9V Details on http://radiosondy.info
S55HH-14;U3524626;2022-10-31 11:46:17;47.3967;19.2471;144;31;9278;Clb=5.2m/s p=308.5hPa t=-41.3C h=48.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A7DI-12;U3524626;2022-10-31 11:46:16;47.3967;19.2471;148;33;9272;Clb=7.3m/s p=308.8hPa t=-41.2C h=48.2% 403.20MHz Type=RS41-SGP batt=2.9V Sats=10
TFDHU2-14;U3524626;2022-10-31 11:46:15;47.3968;19.247;160;30;9265;Clb=7.9m/s p=309.1hPa t=-41.2C h=48.5% 403.20MHz Type=RS41-SGP batt=2.9V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:46:06;47.3971;19.2466;125;31;9230;Clb=4.3m/s p=310.6hPa t=-40.8C h=48.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:46:03;47.3972;19.2464;123;30;9220;Clb=4.9m/s p=311.1hPa t=-40.8C h=48.8% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:45:58;47.3974;19.2461;141;33;9202;Clb=9.7m/s p=311.8hPa t=-40.7C h=49.3% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
S55HH-14;U3524626;2022-10-31 11:45:56;47.3975;19.246;155;22;9185;Clb=7.4m/s p=312.6hPa t=-40.6C h=50.8% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.9V Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 11:45:55;47.3975;19.246;155;31;9185;Clb=7.5m/s p=312.7hPa t=-40.6C h=46.6% 403.200MHz Type=RS41-SGP rdzTTGOsonde
TFDHU2-14;U3524626;2022-10-31 11:45:51;47.3977;19.2459;155;30;9165;Clb=6.5m/s p=313.6hPa t=-40.4C h=52.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:45:49;47.3977;19.2459;155;31;9165;Clb=6.5m/s p=313.6hPa t=-40.4C h=52.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DJTAC2-14;U3524626;2022-10-31 11:45:42;47.3979;19.2457;151;35;9136;Clb=3.8m/s t=-40.3C h=51.2% p=315.0hPa 403.200 MHz Type=RS41-SGP batt=2.9V ser=U3524626 auto_rx v1.5.8
HA5SZI-13;U3524626;2022-10-31 11:45:40;47.3979;19.2457;153;35;9136;Clb=3.8m/s p=315.0hPa t=-40.3C h=51.3% 403.200MHz Type=RS41-SGP rdzTTGOsonde
9A4AM-15;U3524626;2022-10-31 11:45:38;47.3981;19.2456;149;41;9127;Clb=5.4m/s p=315.4hPa t=-40.2C h=55.4% 403.20MHz Type=RS41-SGP batt=2.9V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:45:33;47.3984;19.2454;172;31;9108;Clb=6.7m/s p=316.3hPa t=-40.1C h=55.6% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HALCS2-14;U3524626;2022-10-31 11:45:32;47.3984;19.2454;172;30;9108;Clb=6.7m/s p=316.3hPa t=-40.1C h=55.6% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.9V Details on http://radiosondy.info
9A7DI-12;U3524626;2022-10-31 11:45:31;47.3984;19.2454;175;24;9102;Clb=6.4m/s p=316.6hPa t=-40.0C h=55.3% 403.20MHz Type=RS41-SGP powerup=50m33s
TFDHU2-14;U3524626;2022-10-31 11:45:23;47.3988;19.2455;179;24;9072;Clb=4.8m/s p=317.9hPa t=-39.8C h=54.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:45:16;47.3991;19.2453;146;19;9046;Clb=9.9m/s p=319.1hPa t=-39.6C h=53.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:45:14;47.3992;19.2452;141;22;9036;Clb=8.8m/s p=319.5hPa t=-39.5C h=53.5% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
OM5KV;U3524626;2022-10-31 11:45:13;47.3992;19.2452;142;24;9036;Clb=8.8m/s p=319.6hPa t=-39.5C h=49.4% 403.200MHz Type=RS41-SGP rdzTTGOsonde
9A4AM-15;U3524626;2022-10-31 11:45:09;47.3993;19.2451;133;17;9016;Clb=6.4m/s p=320.5hPa t=-39.3C h=54.5% 403.20MHz Type=RS41-SGP batt=2.7V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HG0GU-14;U3524626;2022-10-31 11:45:03;47.3993;19.245;139;17;9000;Clb=7.4m/s calibration 72% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:44:56;47.3994;19.2448;104;19;8978;Clb=5.4m/s p=322.3hPa t=-38.9C h=52.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 11:44:53;47.3994;19.2446;116;17;8966;Clb=4.9m/s p=322.8hPa t=-38.9C h=53.1% 403.20MHz Type=RS41-SGP batt=2.9V Details on http://radiosondy.info
DJTAC2-14;U3524626;2022-10-31 11:44:48;47.3995;19.2445;195;13;8943;Clb=7.2m/s t=-38.7C h=47.0% p=323.8hPa 403.200 MHz Type=RS41-SGP batt=2.9V ser=U3524626 auto_rx v1.5.8
9A4AM-15;U3524626;2022-10-31 11:44:42;47.3996;19.2446;227;17;8930;Clb=7.0m/s p=324.4hPa t=-38.6C h=50.4% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:44:38;47.3996;19.2447;186;13;8917;Clb=5.3m/s p=325.2hPa t=-38.4C h=50.2% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HALCS2-14;U3524626;2022-10-31 11:44:37;47.3996;19.2447;186;17;8917;Clb=5.3m/s p=325.2hPa t=-38.4C h=50.2% 403.20MHz Type=RS41-SGP batt=2.9V Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 11:44:36;47.3997;19.2447;174;15;8911;Clb=7.2m/s p=325.5hPa t=-38.4C h=45.6% 403.200MHz Type=RS41-SGP rdzTTGOsonde
HG0GU-14;U3524626;2022-10-31 11:44:35;47.3997;19.2447;164;19;8904;Clb=8.3m/s calibration 68% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 11:44:24;47.3999;19.2444;137;15;8867;Clb=3.2m/s p=327.6hPa t=-37.9C h=49.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:44:20;47.4;19.2444;170;17;8856;Clb=4.9m/s p=328.1hPa t=-37.8C h=48.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:44:19;47.4001;19.2443;173;24;8852;Clb=5.2m/s p=328.3hPa t=-37.8C h=48.0% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.9V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:44:15;47.4002;19.2443;159;20;8825;Clb=9.0m/s p=329.6hPa t=-37.6C h=47.4% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HG0GU-14;U3524626;2022-10-31 11:44:09;47.4004;19.2442;165;17;8790;Clb=9.4m/s calibration 62% 403.20MHz Type=RS41 Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:44:05;47.4004;19.2442;211;19;8776;Clb=5.8m/s p=331.9hPa t=-37.4C h=46.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 11:44:01;47.4004;19.2442;223;11;8765;Clb=3.5m/s p=332.5hPa t=-37.3C h=43.2% 403.200MHz Type=RS41-SGP rdzTTGOsonde
TFDHU2-14;U3524626;2022-10-31 11:44:00;47.4005;19.2443;169;20;8754;Clb=5.6m/s p=332.9hPa t=-37.2C h=47.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:43:57;47.4006;19.2441;135;31;8732;Clb=8.2m/s p=334.0hPa t=-37.1C h=45.0% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:43:54;47.4008;19.2439;152;30;8711;Clb=4.1m/s p=335.1hPa t=-36.9C h=46.1% 403.20MHz Type=RS41-SGP batt=2.7V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HG0GU-14;U3524626;2022-10-31 11:43:50;47.401;19.2439;217;15;8686;Clb=8.9m/s calibration 52% 403.20MHz Type=RS41 Details on http://radiosondy.info
9A7DI-12;U3524626;2022-10-31 11:43:48;47.401;19.2439;213;20;8672;Clb=6.3m/s p=337.0hPa t=-36.5C h=45.8% 403.20MHz Type=RS41-SGP
TFDHU2-14;U3524626;2022-10-31 11:43:45;47.4012;19.2439;154;22;8649;Clb=7.9m/s p=338.1hPa t=-36.4C h=46.7% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.9V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 11:43:44;47.4012;19.2439;154;26;8649;Clb=7.9m/s p=338.1hPa t=-36.4C h=46.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:43:42;47.4013;19.2438;180;26;8632;Clb=7.9m/s p=338.9hPa t=-36.2C h=47.7% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
OM5KV;U3524626;2022-10-31 11:43:39;47.4014;19.2438;185;22;8619;Clb=5.9m/s p=339.5hPa t=-36.2C h=44.5% 403.200MHz Type=RS41-SGP rdzTTGOsonde
HALCS2-14;U3524626;2022-10-31 11:43:34;47.4018;19.2436;141;17;8582;Clb=6.8m/s p=341.2hPa t=-35.9C h=48.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
DJTAC2-14;U3524626;2022-10-31 11:43:30;47.4019;19.2435;188;24;8549;Clb=5.8m/s t=-35.7C h=44.0% p=342.8hPa 403.200 MHz Type=RS41-SGP batt=2.9V ser=U3524626 auto_rx v1.5.8
TFDHU2-14;U3524626;2022-10-31 11:43:28;47.402;19.2436;196;22;8544;Clb=5.8m/s p=343.1hPa t=-35.6C h=47.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:43:27;47.4021;19.2436;195;17;8538;Clb=7.6m/s p=343.5hPa t=-35.6C h=47.2% 403.20MHz Type=RS41-SGP batt=2.7V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 11:43:24;47.4022;19.2436;104;20;8515;Clb=7.2m/s p=344.5hPa t=-35.4C h=47.5% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
OM5KV;U3524626;2022-10-31 11:43:20;47.4022;19.2433;143;19;8493;Clb=6.6m/s p=345.7hPa t=-35.4C h=46.4% 403.200MHz Type=RS41-SGP rdzTTGOsonde
HALCS2-14;U3524626;2022-10-31 11:43:14;47.4026;19.2431;161;11;8439;Clb=8.3m/s p=348.4hPa t=-34.9C h=47.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 11:43:13;47.4027;19.2431;172;17;8433;Clb=5.5m/s p=348.7hPa t=-34.9C h=47.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 11:43:11;47.4028;19.2431;186;15;8412;Clb=5.6m/s p=349.7hPa t=-34.7C h=46.9% 403.20MHz Type=RS41-SGP TxPastBurst=8h30m batt=2.9V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A7DI-12;U3524626;2022-10-31 11:43:09;47.4028;19.2432;295;19;8407;Clb=5.0m/s p=349.9hPa t=-34.6C h=46.4% 403.20MHz Type=RS41-SGP Sats=10
HALCS2-14;U3524626;2022-10-31 11:43:03;47.4029;19.2432;187;22;8382;Clb=7.8m/s p=351.2hPa t=-34.5C h=46.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
