STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
HALCS2-14;U3524626;2022-10-31 13:15:27;47.2145;20.1225;308;9;186;Clb=-13.4m/s p=1004.3hPa t=10.8C 403.20MHz Type=RS41-SGP TxOff=8h02m batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:15:24;47.2145;20.1226;288;9;225;Clb=-15.1m/s p=999.4hPa t=10.5C 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:15:21;47.2145;20.1226;325;9;264;Clb=-14.7m/s p=994.8hPa t=10.3C 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:15:18;47.2144;20.1227;303;6;306;Clb=-15.1m/s p=990.4hPa t=10.1C 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:15:15;47.2144;20.1227;266;6;347;Clb=-14.8m/s p=985.3hPa t=9.9C 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:15:12;47.2144;20.1228;320;4;389;Clb=-14.0m/s p=980.6hPa t=9.7C 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:15:09;47.2144;20.1228;303;4;429;Clb=-13.8m/s p=975.9hPa t=9.4C 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:15:06;47.2144;20.1228;34;2;469;Clb=-14.0m/s p=971.2hPa t=9.2C 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:15:03;47.2143;20.1228;339;2;507;Clb=-12.4m/s p=966.7hPa t=9.0C 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:15:00;47.2143;20.1228;211;2;546;Clb=-14.2m/s p=962.1hPa t=8.8C 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:57;47.2143;20.1228;18;2;584;Clb=-12.3m/s p=957.5hPa t=8.6C 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:14:54;47.2143;20.1228;284;6;619;Clb=-13.2m/s p=953.3hPa t=8.3C 403.20MHz Type=RS41-SGP TxOff=8h03m batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:51;47.2143;20.1229;286;7;657;Clb=-13.3m/s p=948.8hPa t=10.0C h=88.1% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:14:48;47.2143;20.1229;266;6;693;Clb=-13.5m/s p=944.8hPa t=13.3C h=75.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:45;47.2143;20.123;226;7;729;Clb=-13.8m/s p=940.9hPa t=13.4C h=73.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:14:42;47.2144;20.123;142;13;767;Clb=-13.2m/s p=936.4hPa t=14.3C h=67.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:39;47.2145;20.1229;125;17;805;Clb=-14.2m/s p=932.3hPa t=16.8C h=57.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:14:36;47.2145;20.1227;134;22;844;Clb=-13.5m/s p=928.0hPa t=17.8C h=43.5% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:33;47.2146;20.1225;129;24;884;Clb=-14.4m/s p=923.8hPa t=18.7C h=37.5% 403.20MHz Type=RS41-SGP TxOff=8h03m batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:14:30;47.2147;20.1223;113;22;924;Clb=-14.3m/s p=919.5hPa t=18.6C h=37.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:27;47.2148;20.1221;122;24;963;Clb=-12.8m/s p=915.4hPa t=19.0C h=38.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:14:24;47.2149;20.1218;123;22;1000;Clb=-11.9m/s p=911.3hPa t=19.5C h=30.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:21;47.215;20.1216;125;19;1035;Clb=-12.7m/s p=907.7hPa t=19.7C h=29.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:14:18;47.2151;20.1215;130;19;1073;Clb=-13.6m/s p=903.7hPa t=19.7C h=28.5% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:15;47.2151;20.1213;142;17;1113;Clb=-13.5m/s p=899.7hPa t=19.5C h=27.8% 403.20MHz Type=RS41-SGP batt=2.7V Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:14:14;47.2152;20.1212;146;17;1148;Clb=-12.9m/s t=19.5C h=25.7% p=896.0hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
TFDHU2-14;U3524626;2022-10-31 13:14:12;47.2152;20.1212;147;19;1148;Clb=-12.9m/s p=896.0hPa t=19.5C h=25.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:09;47.2153;20.1211;145;19;1186;Clb=-14.2m/s p=892.4hPa t=19.4C h=25.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:14:06;47.2155;20.121;142;17;1226;Clb=-12.9m/s p=888.1hPa t=19.1C h=26.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:14:03;47.2155;20.1209;139;17;1266;Clb=-15.2m/s p=884.0hPa t=18.9C h=27.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:14:00;47.2156;20.1207;145;17;1305;Clb=-12.8m/s p=879.9hPa t=18.7C h=27.5% 403.20MHz Type=RS41-SGP TxOff=8h04m batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:13:57;47.2157;20.1206;148;17;1342;Clb=-13.2m/s p=875.8hPa t=18.5C h=27.3% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:13:54;47.2158;20.1205;139;19;1382;Clb=-14.1m/s p=871.7hPa t=18.4C h=27.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:13:51;47.2159;20.1204;127;19;1421;Clb=-12.9m/s p=867.5hPa t=18.2C h=27.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:13:48;47.216;20.1202;123;19;1460;Clb=-13.5m/s p=863.6hPa t=17.9C h=27.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:13:45;47.2161;20.12;121;22;1500;Clb=-14.6m/s p=859.9hPa t=17.6C h=27.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:13:43;47.2162;20.1199;116;20;1528;Clb=-14.9m/s t=17.4C h=27.7% p=857.1hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
TFDHU2-14;U3524626;2022-10-31 13:13:42;47.2162;20.1198;122;22;1541;Clb=-14.3m/s p=855.5hPa t=17.3C h=27.9% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:13:39;47.2163;20.1196;112;22;1582;Clb=-14.0m/s p=851.3hPa t=16.9C h=28.3% 403.20MHz Type=RS41-SGP TxOff=8h04m batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:13:36;47.2163;20.1194;116;22;1624;Clb=-14.6m/s p=847.3hPa t=16.6C h=28.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:13:33;47.2164;20.1192;125;22;1663;Clb=-13.4m/s p=843.3hPa t=16.2C h=29.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:13:30;47.2165;20.119;119;22;1703;Clb=-13.6m/s p=839.5hPa t=15.9C h=29.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:13:29;47.2165;20.1189;115;22;1716;Clb=-13.7m/s p=838.3hPa t=15.7C h=29.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:13:27;47.2166;20.1188;114;22;1741;Clb=-13.3m/s p=835.5hPa t=15.5C h=30.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:13:25;47.2166;20.1187;115;20;1768;Clb=-15.4m/s p=833.1hPa t=15.3C h=30.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:13:24;47.2167;20.1186;116;19;1783;Clb=-16.7m/s p=831.7hPa t=15.2C h=30.3% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:13:21;47.2167;20.1184;119;19;1828;Clb=-15.7m/s p=826.9hPa t=14.7C h=30.9% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:13:18;47.2168;20.1182;118;19;1872;Clb=-15.5m/s p=822.8hPa t=14.3C h=31.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:13:17;47.2168;20.1182;134;19;1888;Clb=-15.0m/s p=821.0hPa t=14.2C h=31.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:13:15;47.2169;20.1181;138;17;1917;Clb=-16.2m/s p=818.4hPa t=14.0C h=30.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:13:13;47.2169;20.118;142;17;1948;Clb=-15.5m/s p=815.4hPa t=13.7C h=31.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:13:12;47.2169;20.1179;132;17;1962;Clb=-16.0m/s t=13.7C h=31.1% p=814.2hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
HALCS2-14;U3524626;2022-10-31 13:13:11;47.217;20.1179;128;17;1977;Clb=-15.2m/s p=812.5hPa t=13.5C h=31.3% 403.20MHz Type=RS41-SGP TxOff=8h05m batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:13:09;47.217;20.1178;129;17;2006;Clb=-15.6m/s p=809.7hPa t=13.3C h=31.6% 403.20MHz Type=RS41-SGP TxOff=8h05m batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:13:08;47.2171;20.1178;140;17;2022;Clb=-16.3m/s p=808.4hPa t=13.2C h=31.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:13:06;47.2171;20.1177;144;17;2053;Clb=-15.7m/s p=805.6hPa t=12.9C h=32.3% 403.20MHz Type=RS41-SGP TxOff=8h05m batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:13:05;47.2171;20.1176;133;19;2067;Clb=-16.2m/s 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:13:01;47.2172;20.1175;132;17;2127;Clb=-15.2m/s p=798.1hPa t=12.3C h=34.4% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:12:58;47.2173;20.1173;121;19;2170;Clb=-15.0m/s p=794.1hPa t=11.9C h=36.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:57;47.2174;20.1173;135;19;2185;Clb=-15.5m/s p=792.6hPa t=11.7C h=36.6% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:12:55;47.2174;20.1171;135;19;2213;Clb=-15.4m/s p=789.9hPa t=11.5C h=37.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:53;47.2175;20.1171;135;17;2243;Clb=-15.1m/s p=787.3hPa t=11.2C h=37.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:12:52;47.2175;20.117;120;17;2257;Clb=-15.4m/s p=785.7hPa t=11.1C h=37.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:12:49;47.2176;20.1168;127;20;2302;Clb=-16.1m/s p=781.6hPa t=10.7C h=38.5% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
TFDHU2-14;U3524626;2022-10-31 13:12:46;47.2177;20.1167;112;20;2347;Clb=-16.2m/s p=777.3hPa t=10.3C h=37.8% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:45;47.2177;20.1166;124;20;2362;Clb=-16.9m/s p=776.1hPa t=10.2C h=38.0% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:12:43;47.2177;20.1165;123;19;2395;Clb=-16.8m/s p=773.0hPa t=9.9C h=38.0% 403.20MHz Type=RS41-SGP TxOff=8h05m batt=2.5V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:41;47.2178;20.1164;121;19;2425;Clb=-16.3m/s p=770.1hPa t=9.6C h=38.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:12:40;47.2178;20.1163;119;19;2441;Clb=-16.1m/s p=768.5hPa t=9.5C h=40.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:12:37;47.2179;20.1161;128;19;2487;Clb=-15.7m/s p=764.4hPa t=9.0C h=42.9% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-2;U3524626;2022-10-31 13:12:35;47.2179;20.116;124;19;2517;Clb=-16.1m/s p=761.7hPa t=8.8C h=43.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:12:34;47.2179;20.1159;117;20;2533;Clb=-15.9m/s p=760.2hPa t=8.6C h=44.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:33;47.218;20.1159;124;19;2548;Clb=-15.8m/s p=758.8hPa t=8.5C h=44.2% 403.20MHz Type=RS41-SGP TxOff=8h05m batt=2.6V Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:12:32;47.218;20.1158;117;20;2563;Clb=-16.1m/s p=757.4hPa t=8.4C h=44.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:12:30;47.218;20.1157;112;19;2593;Clb=-15.8m/s p=754.9hPa t=8.1C h=45.0% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:29;47.2181;20.1156;126;19;2609;Clb=-16.6m/s p=753.3hPa t=7.9C h=45.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:12:28;47.2181;20.1156;114;19;2625;Clb=-16.1m/s p=752.0hPa t=7.8C h=45.4% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:25;47.2181;20.1154;127;17;2671;Clb=-16.3m/s p=747.9hPa t=7.4C h=45.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:12:22;47.2182;20.1152;128;19;2717;Clb=-16.1m/s p=743.4hPa t=7.0C h=46.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:21;47.2182;20.1152;117;20;2732;Clb=-16.0m/s p=742.0hPa t=6.8C h=46.9% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:12:20;47.2183;20.1151;126;20;2747;Clb=-16.3m/s p=740.6hPa t=6.7C h=47.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:12:19;47.2183;20.1151;122;20;2763;Clb=-16.6m/s p=739.2hPa t=6.6C h=47.2% 403.20MHz Type=RS41-SGP TxOff=8h06m batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:17;47.2183;20.1149;124;20;2795;Clb=-16.5m/s p=736.6hPa t=6.3C h=48.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:12:16;47.2183;20.1149;117;22;2810;Clb=-16.4m/s p=735.0hPa t=6.2C h=48.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:13;47.2184;20.1147;114;22;2857;Clb=-15.8m/s p=730.8hPa t=5.7C h=48.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:12:11;47.2185;20.1145;118;20;2887;Clb=-15.7m/s p=728.0hPa t=5.5C h=48.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:12:10;47.2185;20.1145;128;22;2902;Clb=-16.1m/s p=726.8hPa t=5.3C h=48.8% 403.20MHz Type=RS41-SGP TxOff=8h06m batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:09;47.2185;20.1144;121;22;2917;Clb=-16.0m/s p=725.4hPa t=5.2C h=49.3% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:12:05;47.2186;20.1141;125;24;2978;Clb=-16.1m/s p=720.1hPa t=4.6C h=50.7% 403.20MHz Type=RS41-SGP TxOff=8h06m batt=2.5V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:12:04;47.2187;20.1141;119;24;2993;Clb=-16.0m/s p=718.7hPa t=4.5C h=50.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:12:02;47.2188;20.1139;120;24;3041;Clb=-17.3m/s p=714.6hPa t=4.1C h=51.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:12:01;47.2188;20.1138;125;24;3058;Clb=-17.3m/s p=712.9hPa t=3.9C h=51.7% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:57;47.2189;20.1136;116;24;3106;Clb=-16.8m/s p=708.6hPa t=3.5C h=53.7% 403.20MHz Type=RS41-SGP TxOff=8h06m batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:53;47.219;20.1133;124;22;3170;Clb=-15.9m/s p=703.5hPa t=2.9C h=54.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:11:52;47.2191;20.1132;127;22;3184;Clb=-15.8m/s p=702.0hPa t=2.8C h=55.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:11:50;47.2191;20.1131;124;22;3215;Clb=-16.1m/s p=699.3hPa t=2.5C h=56.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:11:49;47.2192;20.113;132;24;3230;Clb=-16.5m/s p=698.1hPa t=2.4C h=56.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:45;47.2193;20.1127;132;20;3292;Clb=-16.3m/s p=692.7hPa t=1.8C h=58.3% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:41;47.2194;20.1125;134;20;3355;Clb=-16.3m/s p=687.3hPa t=1.3C h=60.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:11:40;47.2194;20.1124;122;20;3371;Clb=-15.8m/s p=686.0hPa t=1.1C h=61.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:11:39;47.2195;20.1124;129;20;3386;Clb=-16.3m/s t=1.0C h=60.8% p=684.7hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
HA8BS-14;U3524626;2022-10-31 13:11:37;47.2195;20.1123;126;20;3416;Clb=-15.8m/s p=682.1hPa t=0.7C h=62.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:11:36;47.2196;20.1122;135;20;3433;Clb=-15.5m/s p=680.8hPa t=0.5C h=63.1% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:11:35;47.2196;20.1121;134;22;3461;Clb=-15.5m/s p=678.1hPa t=0.2C h=64.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:33;47.2196;20.112;131;19;3476;Clb=-15.0m/s p=676.9hPa t=0.1C h=64.7% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:11:31;47.2197;20.1119;130;20;3521;Clb=-15.5m/s p=673.2hPa t=-0.2C h=66.2% 403.20MHz Type=RS41-SGP TxOff=8h06m batt=2.5V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:29;47.2198;20.1118;121;20;3536;Clb=-15.7m/s p=671.9hPa t=-0.4C h=66.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:25;47.2199;20.1115;134;22;3596;Clb=-15.4m/s p=666.8hPa t=-0.9C h=68.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:21;47.22;20.1113;130;20;3655;Clb=-15.3m/s p=662.0hPa t=-1.4C h=67.3% 403.20MHz Type=RS41-SGP TxOff=8h07m batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:11:20;47.22;20.1112;123;20;3670;Clb=-15.5m/s p=660.8hPa t=-1.5C h=68.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:11:19;47.2201;20.1112;135;22;3684;Clb=-15.5m/s p=659.5hPa t=-1.7C h=68.2% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:17;47.2201;20.1111;122;20;3713;Clb=-15.5m/s p=657.1hPa t=-1.9C h=68.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:11:15;47.2202;20.111;132;22;3729;Clb=-15.4m/s p=655.8hPa t=-2.1C h=68.2% 403.200MHz Type=RS41-SGP TxOff=8h7m rdzTTGOsonde
HA8BS-14;U3524626;2022-10-31 13:11:13;47.2203;20.1108;131;20;3773;Clb=-15.6m/s p=652.2hPa t=-2.5C h=70.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:11:11;47.2204;20.1107;132;20;3819;Clb=-15.8m/s p=648.6hPa t=-2.7C h=67.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:11:10;47.2204;20.1106;142;20;3835;Clb=-15.6m/s p=647.3hPa t=-2.9C h=66.3% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:11:08;47.2205;20.1105;135;20;3864;Clb=-16.2m/s t=-3.2C h=68.2% p=644.8hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
HA8BS-14;U3524626;2022-10-31 13:11:06;47.2206;20.1104;131;19;3895;Clb=-16.1m/s p=642.3hPa t=-3.4C h=70.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:11:05;47.2206;20.1104;144;19;3911;Clb=-16.2m/s p=641.1hPa t=-3.6C h=70.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:11:02;47.2207;20.1102;147;20;3957;Clb=-15.7m/s p=637.4hPa t=-3.9C h=68.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:11:01;47.2207;20.1102;135;20;3972;Clb=-15.9m/s p=636.1hPa t=-4.1C h=68.8% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:10:58;47.2208;20.1101;143;20;4018;Clb=-16.0m/s p=632.5hPa t=-4.4C h=68.7% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:10:57;47.2209;20.11;141;20;4034;Clb=-16.2m/s p=631.3hPa t=-4.6C h=67.7% 403.200MHz Type=RS41-SGP rdzTTGOsonde
HALCS2-14;U3524626;2022-10-31 13:10:51;47.2211;20.1097;150;20;4126;Clb=-16.0m/s p=623.8hPa t=-5.2C h=66.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:10:50;47.2212;20.1097;148;20;4142;Clb=-16.0m/s p=622.5hPa t=-5.3C h=68.4% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:10:49;47.2212;20.1097;139;20;4157;Clb=-16.1m/s p=621.3hPa t=-5.5C h=68.4% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:10:46;47.2213;20.1096;140;19;4189;Clb=-16.0m/s p=618.8hPa t=-5.7C h=66.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:10:44;47.2214;20.1095;148;20;4220;Clb=-15.8m/s p=616.5hPa t=-6.0C h=67.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:10:40;47.2215;20.1093;135;19;4283;Clb=-16.0m/s p=611.5hPa t=-6.5C h=69.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:10:39;47.2216;20.1092;140;19;4298;Clb=-16.0m/s p=610.3hPa t=-6.7C h=70.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
